interaction_id,user_key,campaign_key,date_key,channel_key,sent_flag,opened_flag,clicked_flag,converted_flag,time_to_conversion_days,created_at
76,634,33,20251022,3,True,False,False,False,,2025-11-20 17:39:07.625661
77,224,25,20250917,2,True,True,False,False,,2025-11-20 17:39:07.625670
78,854,22,20250925,4,True,False,False,False,,2025-11-20 17:39:07.625681
79,809,25,20250831,1,True,True,True,False,,2025-11-20 17:39:07.625690
80,359,26,20250927,3,True,True,True,False,,2025-11-20 17:39:07.625699
81,133,19,20250917,1,True,True,True,False,,2025-11-20 17:39:07.625708
82,584,25,20251009,3,True,False,False,False,,2025-11-20 17:39:07.625716
83,868,21,20251107,3,True,True,False,False,,2025-11-20 17:39:07.625725
84,727,40,20251017,2,True,True,False,False,,2025-11-20 17:39:07.625734
85,412,45,20250826,1,True,True,False,False,,2025-11-20 17:39:07.625743
86,58,41,20251003,2,True,True,True,False,,2025-11-20 17:39:07.625752
87,644,13,20251025,3,True,True,True,False,,2025-11-20 17:39:07.625761
88,943,35,20250911,3,True,True,False,False,,2025-11-20 17:39:07.625770
89,496,21,20251014,3,True,True,True,True,7.0,2025-11-20 17:39:07.625779
90,548,46,20250930,1,True,True,False,False,,2025-11-20 17:39:07.625788
91,346,2,20250826,4,True,True,False,False,,2025-11-20 17:39:07.625796
92,515,20,20250910,1,True,True,True,True,1.0,2025-11-20 17:39:07.625808
93,821,30,20250910,3,True,True,False,False,,2025-11-20 17:39:07.625817
94,763,39,20251016,3,True,False,False,False,,2025-11-20 17:39:07.625825
95,367,38,20251017,1,True,False,False,False,,2025-11-20 17:39:07.625832
96,843,1,20250911,1,True,True,False,False,,2025-11-20 17:39:07.625841
97,731,49,20251003,4,True,True,False,False,,2025-11-20 17:39:07.625849
98,226,2,20251029,2,True,True,True,False,,2025-11-20 17:39:07.625858
99,463,5,20251102,4,True,True,True,False,,2025-11-20 17:39:07.625868
100,294,16,20251109,1,True,True,False,False,,2025-11-20 17:39:07.625876
101,135,14,20250921,2,True,True,True,False,,2025-11-20 17:39:07.625885
102,135,5,20250822,1,True,True,True,False,,2025-11-20 17:39:07.625895
103,921,36,20251111,2,True,True,False,False,,2025-11-20 17:39:07.625906
104,163,36,20251003,3,True,True,True,False,,2025-11-20 17:39:07.625916
105,273,2,20250930,3,True,True,True,True,0.0,2025-11-20 17:39:07.625926
106,583,50,20251023,3,True,True,False,False,,2025-11-20 17:39:07.625934
107,512,22,20250824,3,True,True,False,False,,2025-11-20 17:39:07.625943
108,564,30,20250914,4,True,True,True,False,,2025-11-20 17:39:07.625952
109,262,39,20251109,3,True,True,True,True,0.0,2025-11-20 17:39:07.625962
110,561,1,20251005,3,True,True,False,False,,2025-11-20 17:39:07.625971
111,597,13,20251023,2,True,True,False,False,,2025-11-20 17:39:07.625979
112,142,39,20251015,1,True,True,True,True,2.0,2025-11-20 17:39:07.625989
113,743,25,20251026,2,True,True,False,False,,2025-11-20 17:39:07.625998
114,445,18,20250925,1,True,False,False,False,,2025-11-20 17:39:07.626006
115,811,42,20250909,1,True,True,False,False,,2025-11-20 17:39:07.626014
116,44,27,20250906,4,True,True,True,True,0.0,2025-11-20 17:39:07.626024
117,945,17,20250906,3,True,True,True,False,,2025-11-20 17:39:07.626033
118,153,49,20250911,1,True,True,True,False,,2025-11-20 17:39:07.626042
119,823,12,20250827,1,True,False,False,False,,2025-11-20 17:39:07.626050
120,792,47,20250903,4,True,True,True,False,,2025-11-20 17:39:07.626059
121,953,2,20250828,2,True,True,True,False,,2025-11-20 17:39:07.626069
122,186,1,20250908,2,True,True,False,False,,2025-11-20 17:39:07.626077
123,453,46,20251006,1,True,False,False,False,,2025-11-20 17:39:07.626085
124,414,27,20250826,3,True,True,True,False,,2025-11-20 17:39:07.626095
125,891,39,20251019,1,True,True,True,False,,2025-11-20 17:39:07.626104
126,626,17,20251110,2,True,True,False,False,,2025-11-20 17:39:07.626113
127,221,9,20251107,3,True,False,False,False,,2025-11-20 17:39:07.626121
128,413,36,20250917,1,True,True,True,False,,2025-11-20 17:39:07.626130
129,766,20,20251109,4,True,True,True,False,,2025-11-20 17:39:07.626139
130,492,39,20250915,4,True,True,False,False,,2025-11-20 17:39:07.626148
131,935,16,20250921,4,True,True,True,False,,2025-11-20 17:39:07.626157
132,916,39,20250826,1,True,True,False,False,,2025-11-20 17:39:07.626166
133,59,20,20251009,2,True,True,True,False,,2025-11-20 17:39:07.626175
134,500,13,20251117,2,True,True,True,True,7.0,2025-11-20 17:39:07.626185
135,103,41,20251008,1,True,True,False,False,,2025-11-20 17:39:07.626193
136,397,32,20251027,4,True,True,False,False,,2025-11-20 17:39:07.626201
137,696,41,20251006,2,True,True,False,False,,2025-11-20 17:39:07.626210
138,262,17,20250927,1,True,True,False,False,,2025-11-20 17:39:07.626219
139,605,1,20251104,3,True,True,True,False,,2025-11-20 17:39:07.626228
140,242,10,20250825,1,True,True,False,False,,2025-11-20 17:39:07.626236
141,936,27,20251108,2,True,True,False,False,,2025-11-20 17:39:07.626245
142,778,5,20251106,2,True,True,False,False,,2025-11-20 17:39:07.626253
143,236,40,20250918,4,True,True,True,False,,2025-11-20 17:39:07.626263
144,784,26,20250823,1,True,True,True,True,3.0,2025-11-20 17:39:07.626273
145,64,17,20251114,4,True,False,False,False,,2025-11-20 17:39:07.626281
146,798,32,20251103,3,True,True,False,False,,2025-11-20 17:39:07.626289
147,398,18,20250921,1,True,True,False,False,,2025-11-20 17:39:07.626298
148,876,5,20251103,4,True,False,False,False,,2025-11-20 17:39:07.626306
149,385,31,20251002,2,True,True,False,False,,2025-11-20 17:39:07.626315
150,272,43,20251009,2,True,True,False,False,,2025-11-20 17:39:07.626324
151,550,25,20251015,4,True,False,False,False,,2025-11-20 17:39:07.626331
152,713,29,20251008,4,True,True,True,False,,2025-11-20 17:39:07.626341
153,460,28,20250929,3,True,True,False,False,,2025-11-20 17:39:07.626349
154,964,47,20251017,3,True,True,False,False,,2025-11-20 17:39:07.626358
155,479,2,20251011,1,True,True,True,False,,2025-11-20 17:39:07.626367
156,773,3,20251004,1,True,True,False,False,,2025-11-20 17:39:07.626376
157,296,17,20250930,2,True,True,True,False,,2025-11-20 17:39:07.626385
158,613,44,20251025,1,True,False,False,False,,2025-11-20 17:39:07.626393
159,121,48,20251014,3,True,True,False,False,,2025-11-20 17:39:07.626401
160,251,33,20250829,3,True,True,True,False,,2025-11-20 17:39:07.626411
161,375,6,20250822,4,True,True,False,False,,2025-11-20 17:39:07.626419
162,27,8,20251022,2,True,True,True,False,,2025-11-20 17:39:07.626429
163,949,40,20250824,1,True,True,True,False,,2025-11-20 17:39:07.626438
164,867,42,20251006,1,True,False,False,False,,2025-11-20 17:39:07.626445
165,354,47,20251028,1,True,False,False,False,,2025-11-20 17:39:07.626453
166,46,9,20250914,3,True,True,True,False,,2025-11-20 17:39:07.626463
167,108,11,20251101,3,True,True,True,False,,2025-11-20 17:39:07.626472
168,618,38,20251006,4,True,True,True,False,,2025-11-20 17:39:07.626481
169,832,1,20250902,1,True,True,False,False,,2025-11-20 17:39:07.626489
170,954,50,20251106,4,True,True,False,False,,2025-11-20 17:39:07.626498
171,492,28,20251011,4,True,True,True,False,,2025-11-20 17:39:07.626507
172,298,24,20250826,3,True,False,False,False,,2025-11-20 17:39:07.626515
173,17,46,20251011,3,True,True,True,False,,2025-11-20 17:39:07.626524
174,918,38,20250904,3,True,False,False,False,,2025-11-20 17:39:07.626532
175,108,26,20251027,2,True,False,False,False,,2025-11-20 17:39:07.626540
176,255,2,20251101,1,True,True,False,False,,2025-11-20 17:39:07.626548
177,974,20,20250920,3,True,True,True,False,,2025-11-20 17:39:07.626557
178,353,15,20251019,4,True,False,False,False,,2025-11-20 17:39:07.626565
179,523,5,20251007,4,True,True,False,False,,2025-11-20 17:39:07.626573
180,499,36,20250922,1,True,True,False,False,,2025-11-20 17:39:07.626581
181,297,2,20251018,2,True,True,True,False,,2025-11-20 17:39:07.626591
182,934,8,20251030,1,True,True,True,False,,2025-11-20 17:39:07.626600
183,444,37,20251030,2,True,False,False,False,,2025-11-20 17:39:07.626636
184,548,6,20250922,1,True,True,False,False,,2025-11-20 17:39:07.626647
185,118,33,20251017,1,True,True,True,True,6.0,2025-11-20 17:39:07.626665
186,629,25,20250928,3,True,True,False,False,,2025-11-20 17:39:07.626674
187,883,8,20250908,2,True,True,True,False,,2025-11-20 17:39:07.626684
188,699,36,20251006,4,True,True,False,False,,2025-11-20 17:39:07.626693
189,416,30,20250926,1,True,True,False,False,,2025-11-20 17:39:07.626701
190,730,20,20251117,2,True,True,False,False,,2025-11-20 17:39:07.626709
191,732,23,20250910,3,True,True,True,True,0.0,2025-11-20 17:39:07.626719
192,692,41,20250913,4,True,True,False,False,,2025-11-20 17:39:07.626727
193,354,47,20250913,3,True,True,False,False,,2025-11-20 17:39:07.626736
194,583,29,20251111,3,True,True,False,False,,2025-11-20 17:39:07.626745
195,740,37,20251020,1,True,True,True,False,,2025-11-20 17:39:07.626754
196,588,26,20251114,2,True,True,False,False,,2025-11-20 17:39:07.626762
197,285,42,20250923,4,True,False,False,False,,2025-11-20 17:39:07.626770
198,50,28,20250824,2,True,True,True,True,1.0,2025-11-20 17:39:07.626780
199,85,18,20251026,4,True,True,True,False,,2025-11-20 17:39:07.626789
200,460,2,20251103,1,True,True,False,False,,2025-11-20 17:39:07.626797
201,116,47,20250928,2,True,True,True,False,,2025-11-20 17:39:07.626807
202,120,18,20250823,1,True,True,False,False,,2025-11-20 17:39:07.626816
203,888,4,20250831,1,True,True,False,False,,2025-11-20 17:39:07.626825
204,995,11,20250925,1,True,True,False,False,,2025-11-20 17:39:07.626858
205,102,18,20251015,1,True,True,True,False,,2025-11-20 17:39:07.626869
206,157,48,20251105,1,True,True,True,False,,2025-11-20 17:39:07.626878
207,537,42,20250927,4,True,False,False,False,,2025-11-20 17:39:07.626886
208,177,44,20250830,3,True,True,True,True,6.0,2025-11-20 17:39:07.626896
209,345,48,20251009,4,True,True,False,False,,2025-11-20 17:39:07.626904
210,59,39,20251102,2,True,True,True,False,,2025-11-20 17:39:07.626914
211,597,29,20251023,3,True,True,False,False,,2025-11-20 17:39:07.626923
212,179,5,20251025,4,True,True,False,False,,2025-11-20 17:39:07.626932
213,54,46,20251020,2,True,True,True,False,,2025-11-20 17:39:07.626941
214,936,45,20251107,4,True,False,False,False,,2025-11-20 17:39:07.626948
215,898,19,20251113,2,True,True,False,False,,2025-11-20 17:39:07.626957
216,174,12,20250930,4,True,True,True,False,,2025-11-20 17:39:07.626966
217,289,44,20250822,3,True,False,False,False,,2025-11-20 17:39:07.626973
218,32,30,20251013,2,True,True,True,False,,2025-11-20 17:39:07.626982
219,888,48,20250924,4,True,False,False,False,,2025-11-20 17:39:07.626990
220,757,8,20251002,4,True,True,True,False,,2025-11-20 17:39:07.626999
221,211,44,20250827,4,True,True,False,False,,2025-11-20 17:39:07.627007
222,590,16,20250914,2,True,True,False,False,,2025-11-20 17:39:07.627016
223,939,16,20251004,3,True,True,False,False,,2025-11-20 17:39:07.627025
224,229,14,20250925,1,True,True,False,False,,2025-11-20 17:39:07.627033
225,346,43,20250907,1,True,False,False,False,,2025-11-20 17:39:07.627041
226,510,34,20250917,4,True,True,False,False,,2025-11-20 17:39:07.627049
227,954,12,20250831,1,True,True,False,False,,2025-11-20 17:39:07.627058
228,87,6,20251015,2,True,True,True,False,,2025-11-20 17:39:07.627067
229,249,11,20250831,3,True,True,False,False,,2025-11-20 17:39:07.627076
230,263,36,20251102,1,True,True,False,False,,2025-11-20 17:39:07.627084
231,813,11,20251102,3,True,True,True,True,5.0,2025-11-20 17:39:07.627094
232,256,15,20250825,3,True,True,True,True,5.0,2025-11-20 17:39:07.627104
233,234,3,20251029,3,True,True,True,False,,2025-11-20 17:39:07.627113
234,525,50,20251015,3,True,False,False,False,,2025-11-20 17:39:07.627122
235,626,35,20250905,1,True,True,False,False,,2025-11-20 17:39:07.627130
236,7,46,20250823,4,True,True,True,False,,2025-11-20 17:39:07.627139
237,485,17,20251012,1,True,True,True,False,,2025-11-20 17:39:07.627149
238,167,35,20251115,1,True,True,True,False,,2025-11-20 17:39:07.627158
239,75,38,20251019,4,True,True,True,False,,2025-11-20 17:39:07.627167
240,637,46,20251106,4,True,True,False,False,,2025-11-20 17:39:07.627176
241,866,3,20250831,4,True,True,True,False,,2025-11-20 17:39:07.627194
242,874,22,20250905,2,True,False,False,False,,2025-11-20 17:39:07.627203
243,600,41,20250907,2,True,True,False,False,,2025-11-20 17:39:07.627212
244,604,31,20251028,3,True,True,True,False,,2025-11-20 17:39:07.627221
245,674,25,20251114,1,True,True,False,False,,2025-11-20 17:39:07.627230
246,919,44,20251114,1,True,True,False,False,,2025-11-20 17:39:07.627239
247,43,3,20250902,3,True,True,True,False,,2025-11-20 17:39:07.627248
248,775,47,20251007,4,True,False,False,False,,2025-11-20 17:39:07.627256
249,901,45,20251009,2,True,True,False,False,,2025-11-20 17:39:07.627264
250,452,29,20251105,4,True,True,False,False,,2025-11-20 17:39:07.627273
251,750,18,20251117,3,True,False,False,False,,2025-11-20 17:39:07.627280
252,693,20,20250902,1,True,True,False,False,,2025-11-20 17:39:07.627289
253,695,48,20250822,4,True,True,False,False,,2025-11-20 17:39:07.627297
254,967,30,20251118,4,True,False,False,False,,2025-11-20 17:39:07.627305
255,959,25,20251021,4,True,True,True,False,,2025-11-20 17:39:07.627314
256,892,48,20250919,3,True,True,True,False,,2025-11-20 17:39:07.627323
257,725,19,20251019,4,True,True,True,False,,2025-11-20 17:39:07.627332
258,956,37,20250908,2,True,True,False,False,,2025-11-20 17:39:07.627341
259,291,38,20251103,3,True,False,False,False,,2025-11-20 17:39:07.627349
260,97,4,20251114,4,True,True,True,False,,2025-11-20 17:39:07.627358
261,802,5,20251118,4,True,True,False,False,,2025-11-20 17:39:07.627367
262,395,45,20251029,1,True,True,False,False,,2025-11-20 17:39:07.627375
263,881,27,20250918,4,True,True,False,False,,2025-11-20 17:39:07.627384
264,839,15,20250918,2,True,True,True,False,,2025-11-20 17:39:07.627393
265,393,13,20251018,2,True,True,False,False,,2025-11-20 17:39:07.627402
266,910,8,20251018,2,True,True,False,False,,2025-11-20 17:39:07.627411
267,111,33,20251006,2,True,True,True,True,7.0,2025-11-20 17:39:07.627420
268,381,43,20250830,1,True,True,False,False,,2025-11-20 17:39:07.627429
269,978,39,20251014,1,True,True,True,False,,2025-11-20 17:39:07.627438
270,395,6,20250920,1,True,False,False,False,,2025-11-20 17:39:07.627446
271,337,34,20251004,4,True,True,False,False,,2025-11-20 17:39:07.627454
272,129,20,20251031,3,True,True,False,False,,2025-11-20 17:39:07.627462
273,809,38,20250914,1,True,True,True,False,,2025-11-20 17:39:07.627472
274,911,9,20250921,4,True,True,False,False,,2025-11-20 17:39:07.627480
275,326,35,20250915,3,True,True,False,False,,2025-11-20 17:39:07.627488
276,595,37,20250825,2,True,False,False,False,,2025-11-20 17:39:07.627496
277,884,37,20251024,3,True,True,True,False,,2025-11-20 17:39:07.627505
278,868,6,20250927,4,True,True,False,False,,2025-11-20 17:39:07.627513
279,983,3,20251107,2,True,False,False,False,,2025-11-20 17:39:07.627521
280,813,44,20251002,3,True,True,False,False,,2025-11-20 17:39:07.627529
281,618,41,20250930,3,True,False,False,False,,2025-11-20 17:39:07.627537
282,141,8,20250824,2,True,True,False,False,,2025-11-20 17:39:07.627545
283,230,26,20251003,4,True,True,True,False,,2025-11-20 17:39:07.627555
284,455,37,20251024,3,True,True,True,False,,2025-11-20 17:39:07.627564
285,800,41,20250919,3,True,True,True,False,,2025-11-20 17:39:07.627573
286,526,25,20251013,2,True,True,False,False,,2025-11-20 17:39:07.627582
287,20,26,20251023,4,True,True,False,False,,2025-11-20 17:39:07.627590
288,945,20,20250901,3,True,True,False,False,,2025-11-20 17:39:07.627598
289,136,7,20250919,4,True,True,False,False,,2025-11-20 17:39:07.627607
290,686,3,20251013,4,True,False,False,False,,2025-11-20 17:39:07.627626
291,322,10,20250826,4,True,True,False,False,,2025-11-20 17:39:07.627635
292,274,18,20251102,2,True,True,True,False,,2025-11-20 17:39:07.627644
293,649,21,20251015,2,True,True,False,False,,2025-11-20 17:39:07.627652
294,763,3,20251106,2,True,True,True,False,,2025-11-20 17:39:07.627662
295,749,43,20251020,4,True,True,False,False,,2025-11-20 17:39:07.627670
296,899,44,20251020,2,True,True,True,True,2.0,2025-11-20 17:39:07.627679
297,365,18,20251031,2,True,True,False,False,,2025-11-20 17:39:07.627688
298,601,8,20251115,3,True,True,False,False,,2025-11-20 17:39:07.627696
299,152,43,20251117,2,True,True,True,True,3.0,2025-11-20 17:39:07.627706
300,604,44,20250902,3,True,True,False,False,,2025-11-20 17:39:07.627714
301,455,37,20250826,2,True,True,True,False,,2025-11-20 17:39:07.627725
302,101,5,20251014,4,True,True,True,False,,2025-11-20 17:39:07.627734
303,373,9,20250918,4,True,True,True,False,,2025-11-20 17:39:07.627743
304,429,24,20250901,3,True,False,False,False,,2025-11-20 17:39:07.627751
305,428,19,20251024,2,True,True,True,False,,2025-11-20 17:39:07.627760
306,902,23,20251016,4,True,True,True,True,3.0,2025-11-20 17:39:07.627769
307,162,5,20251109,2,True,True,True,False,,2025-11-20 17:39:07.627779
308,33,6,20251115,2,True,True,False,False,,2025-11-20 17:39:07.627787
309,286,48,20250924,2,True,True,False,False,,2025-11-20 17:39:07.627795
310,777,34,20250925,1,True,True,False,False,,2025-11-20 17:39:07.627804
311,357,33,20250830,4,True,True,True,True,1.0,2025-11-20 17:39:07.627813
312,75,27,20251012,2,True,True,False,False,,2025-11-20 17:39:07.627821
313,761,1,20250929,3,True,True,True,False,,2025-11-20 17:39:07.627831
314,337,19,20250926,2,True,False,False,False,,2025-11-20 17:39:07.627838
315,989,2,20251005,2,True,True,True,True,1.0,2025-11-20 17:39:07.627848
316,466,37,20250822,3,True,False,False,False,,2025-11-20 17:39:07.627855
317,965,20,20251114,4,True,True,True,False,,2025-11-20 17:39:07.627864
318,500,47,20250914,2,True,True,False,False,,2025-11-20 17:39:07.627872
319,17,40,20250823,3,True,False,False,False,,2025-11-20 17:39:07.627880
320,800,50,20251011,2,True,True,False,False,,2025-11-20 17:39:07.627888
321,314,30,20251119,4,True,False,False,False,,2025-11-20 17:39:07.627896
322,162,4,20251013,1,True,True,True,False,,2025-11-20 17:39:07.627905
323,437,50,20251024,1,True,True,True,False,,2025-11-20 17:39:07.627914
324,252,20,20251010,2,True,True,True,True,1.0,2025-11-20 17:39:07.627923
325,996,36,20250901,1,True,True,True,True,1.0,2025-11-20 17:39:07.627933
326,543,12,20251110,1,True,True,True,False,,2025-11-20 17:39:07.627942
327,367,21,20250928,4,True,False,False,False,,2025-11-20 17:39:07.627949
328,846,28,20251029,4,True,True,False,False,,2025-11-20 17:39:07.627957
329,49,34,20251024,3,True,True,False,False,,2025-11-20 17:39:07.627966
330,998,48,20251023,1,True,True,False,False,,2025-11-20 17:39:07.627974
331,367,49,20250914,2,True,True,False,False,,2025-11-20 17:39:07.627982
332,330,37,20251017,1,True,False,False,False,,2025-11-20 17:39:07.627990
333,623,21,20250826,4,True,True,False,False,,2025-11-20 17:39:07.627998
334,350,6,20250922,3,True,True,True,False,,2025-11-20 17:39:07.628007
335,65,48,20251028,4,True,True,False,False,,2025-11-20 17:39:07.628015
336,36,35,20250906,4,True,True,False,False,,2025-11-20 17:39:07.628024
337,565,13,20251020,2,True,True,True,True,1.0,2025-11-20 17:39:07.628033
338,476,44,20250906,2,True,True,False,False,,2025-11-20 17:39:07.628042
339,829,25,20250831,3,True,True,False,False,,2025-11-20 17:39:07.628050
340,393,17,20251108,1,True,True,True,False,,2025-11-20 17:39:07.628059
341,138,17,20251008,1,True,True,True,False,,2025-11-20 17:39:07.628068
342,282,5,20251105,1,True,True,True,False,,2025-11-20 17:39:07.628077
343,195,31,20250921,3,True,True,False,False,,2025-11-20 17:39:07.628085
344,619,41,20250916,2,True,True,False,False,,2025-11-20 17:39:07.628094
345,431,32,20251109,3,True,False,False,False,,2025-11-20 17:39:07.628102
346,889,38,20250907,3,True,True,False,False,,2025-11-20 17:39:07.628110
347,17,50,20251114,2,True,True,False,False,,2025-11-20 17:39:07.628119
348,279,14,20251010,3,True,True,True,False,,2025-11-20 17:39:07.628129
349,985,14,20250929,3,True,True,False,False,,2025-11-20 17:39:07.628137
350,692,10,20251105,3,True,True,True,False,,2025-11-20 17:39:07.628146
351,486,8,20251013,1,True,True,True,False,,2025-11-20 17:39:07.628155
352,882,3,20250930,1,True,True,False,False,,2025-11-20 17:39:07.628164
353,411,11,20251008,2,True,False,False,False,,2025-11-20 17:39:07.628172
354,717,41,20251115,2,True,True,False,False,,2025-11-20 17:39:07.628181
355,488,14,20251115,4,True,True,True,False,,2025-11-20 17:39:07.628190
356,139,34,20251104,4,True,True,True,False,,2025-11-20 17:39:07.628199
357,405,32,20251008,1,True,False,False,False,,2025-11-20 17:39:07.628206
358,743,18,20250930,3,True,True,False,False,,2025-11-20 17:39:07.628214
359,699,32,20251025,4,True,True,True,False,,2025-11-20 17:39:07.628223
360,869,9,20250903,3,True,True,True,False,,2025-11-20 17:39:07.628232
361,972,13,20251015,3,True,True,False,False,,2025-11-20 17:39:07.628241
362,553,32,20251109,2,True,True,False,False,,2025-11-20 17:39:07.628249
363,632,11,20250920,4,True,True,False,False,,2025-11-20 17:39:07.628258
364,820,41,20251111,1,True,False,False,False,,2025-11-20 17:39:07.628265
365,765,34,20251014,4,True,True,True,False,,2025-11-20 17:39:07.628274
366,543,42,20251001,2,True,False,False,False,,2025-11-20 17:39:07.628282
367,960,20,20250930,1,True,True,False,False,,2025-11-20 17:39:07.628290
368,550,35,20250924,4,True,False,False,False,,2025-11-20 17:39:07.628298
369,471,29,20250825,2,True,True,True,False,,2025-11-20 17:39:07.628307
370,869,38,20251030,4,True,True,False,False,,2025-11-20 17:39:07.628315
371,111,16,20251113,4,True,True,False,False,,2025-11-20 17:39:07.628323
372,793,46,20250903,2,True,False,False,False,,2025-11-20 17:39:07.628330
